rank,lemma,romanization,pos,posExpanded,gloss,example,frequency,dispersion
651,아두/어두,adu/eodu,e.,"ending, connective, final","CONNECTIVE, even if (COLLOQUIAL)","내가 좀 서툴러두 이해해 줘. — Even though I’m being clumsy, please be understanding.",260,0.17
652,관심,gwansim,n.,noun,"interest, concern",저 남자한테 관심이 있니? — Do you have an interest in that guy?,259,0.93
653,달,dal,n.,noun,moon,달에는 토끼가 산대. — They say that a bunny lives on the moon.,259,0.75
654,돌리다,dollida,v.,verb,"turn, spin, attribute to",문의 손잡이를 돌렸는데 문이 안 열리는 거야. — I turned the door knob but the door didn’t open.,259,0.88
655,대상,daesang,n.,noun,"object, target",이 조사는 누구를 대상으로 하나요? — Who does this survey target?,259,0.86
656,아마,ama,adv.,adverb,probably,아마 내년 겨울은 따뜻할 거예요. — The next winter will probably be warm.,257,0.59
657,빨리,ppalli,adv.,adverb,"quickly, fast",시간은 정말 빨리 흘렀다. — Time flew by very fast.,257,0.7
658,쪼다,jjoda,v.,verb,peck,닭이 강아지를 쪼았어. — A hen pecked at the puppy.,257,0.08
659,사용하다,sayonghada,v.,verb,use,새로운 프로그램을 사용했다. — I used a new program.,257,0.89
660,당하다,danghada,v.,verb,"suffer, undergo",부상을 당한 사람들이 병원으로 실려 왔다. — The people who got injured were carried to the hospital.,256,0.92
661,붙이다,buchida,v.,verb,"stick, attach",나는 우표를 봉투에 붙였어. — I attached a stamp to the envelope.,255,0.86
662,머,meo,exc.,exclamative,"well, gee, and how","머 우리가 잘못했지. — Well, we made some mistakes.",255,0.07
663,요즘,yojeum,n.,noun,these days,요즘 어떻게 지내십니까? — How are you doing these days?,254,0.74
664,저희,jeohui,pron.,pronoun,we; our (HUMBLE),저희가 누군지 아십니까? — Do you know who we are?,254,0.35
665,꽃,kkot,n.,noun,flower,선물로 꽃은 어때요? — What about flowers as a gift?,254,0.86
666,주인,juin,n.,noun,owner,주인이 고객에게 메뉴를 보였다. — The owner showed the menu to a customer.,254,0.82
667,언어,eoneo,n.,noun,language,언어는 소통의 도구이다. — Language is a tool of communication.,254,0.75
668,입장,ipjang,n.,noun,"position, situation, stance","제 입장에서는 그렇게 말할 수밖에 없어요. — From my position, I had to say so.",254,0.9
669,힘들다,himdeulda,a.,adjective,"hard, tough, difficult","힘들 때는 상냥한 말 한 마디도 도움이 돼요. — In tough times, even a kind word helps.",253,0.79
670,활동,hwaldong,n.,noun,activity,"대학교 때는 동아리 활동도 많이 해야 해요. — At college, you need to do many club activities.",253,0.86
671,ㅂ시다/읍시다,psida/eupsida,e.,"ending, connective, final","FINAL, PROPOSE (POLITE)",이제 그만 잡시다. — Let’s sleep now.,253,0.78
672,사진,sajin,n.,noun,photo,사진 찍는 걸 별로 좋아하지 않아요. — I don’t like taking photos that much.,253,0.83
673,더라도,deorado,e.,"ending, connective, final","CONNECTIVE, even though","힘들더라도 조금만 참고 견뎌라. — Endure a little more, even though it is tough.",253,0.99
674,지키다,jikida,v.,verb,"guard, defend; keep","경찰이 지키고 있으니까 안전합니다. — Since the police are guarding us, it is safe.",253,0.96
675,놀라다,nollada,v.,verb,be surprised (at),그는 세상이 놀랄만한 일을 해냈지. — He has done such work that the world will be surprised.,252,0.83
676,바꾸다,bakkuda,v.,verb,"change, exchange",우리는 방을 바꾸기로 했어요. — We agreed to change rooms.,252,0.9
677,구조,gujo,n.,noun,structure,그 건물은 복잡한 구조를 가졌어. — The building has a complex structure.,251,0.84
678,부모,bumo,n.,noun,parents,부모는 자식을 위해 뭐든 하지. — Parents do their best for their children.,251,0.8
679,그리하다,geurihada,v.,verb,do so,"그리하면 문제가 해결될 게야. — If you do this, the problem will be solved.",250,0.4
680,끌다,kkeulda,v.,verb,"pull, drag, haul; attract",나를 어디로 끌고 가는 거니? — Where are you dragging me?,249,0.87
681,목소리,moksori,n.,noun,voice,오늘은 어머니의 목소리가 듣고 싶다. — I want to hear my mother’s voice today.,249,0.86
682,변화,byeonhwa,n.,noun,change,그들의 우정에는 변화가 없었다. — There was no change in their friendship.,248,0.89
683,든지/이든지,deunji/ideunji,p.conj.,particle (conjunction),"either … or, whether … or","야채든지 고기든지 잘 먹어야 한다. — Whether vegetables or meat, you need to eat well.",248,0.72
684,세,s.,n.b.,noun (bound),COUNTER (age),세 명이 한꺼번에 가게에 들어오는 거야. — Three people came into the store all together.,248,0.83
685,댕기다,daenggida,v.,verb,"catch fire, light",그는 말없이 성냥불을 댕겼다. — He lit the match without saying anything.,247,0.12
686,만큼,mankeum,n.b.,noun (bound),"amount, number; as much as",원하는 만큼 가져가세요. — Take as much as you want.,247,0.98
687,아까,akka,adv.,adverb,a while ago,아까 본 사람이야. — That is the person I’d seen before.,247,0.31
688,현재,hyeonjae,adv.,adverb,"present, current",현재 어디에서 근무하고 계십니까? — Where are you currently working?,245,0.76
689,이상하다,isanghada,a.,adjective,strange,이 사람 이상하네. — This person is strange.,244,0.72
690,사업,saeop,n.,noun,business,사업은 날로 번창해 갔어요. — The business was thriving day by day.,244,0.82
691,이래,irae,n.b.,noun (bound),since …,"학교 개교 이래 가장 뛰어난 성적이었다. — Since the school opened, it has received the most outstanding scores.",243,0.46
692,현실,hyeonsil,n.,noun,reality,현실을 직시하라. — Face up to reality.,242,0.92
693,이놈,inom,pron.,pronoun,"this guy, dude (SLANG)","이놈, 내가 바본 줄 아니? — Dude, do you think I’m an idiot?",242,0.3
694,붙다,butda,v.,verb,"attach, stick",파리가 벽에 붙어 있네. — There’s a fly stuck to the wall.,241,0.8
695,막다,makda,v.,verb,"block, keep from",경찰을 도로를 막고 통제했다. — The police are blocking and controlling the road.,241,0.85
696,그러하다,geureohada,a.,adjective,"like that, (be) so",네가 그러한 생각을 하는지 몰랐구나. — I didn’t know you thought like that.,241,0.89
697,법,beop,n.,noun,law,대학원에서 법을 공부해 보고 싶습니다. — I would like to study law at graduate school.,241,0.9
698,표정,pyojeong,n.,noun,"facial expression, look",아버지는 알 수 없는 표정을 지으셨어. — I couldn’t understand the look on my father’s face.,240,0.83
699,오히려,ohiryeo,adv.,adverb,on the contrary,"오히려 일이 잘못됐어. — On the contrary, things went wrong.",240,0.98
700,바라다,barada,v.,verb,"wish, hope",바라는 사항을 여기 적으세요. — Write down the things you wish for here.,240,0.86
701,삼다,samda,v.,verb,make; take; use,누구든지 적으로 삼지 말아야 해. — Don’t make anyone an enemy.,240,0.88
702,자,ja,n.,noun,"letter, character",저기 써 있는 자가 뭐지? — What character is written over there?,239,0.78
703,환경,hwangyeong,n.,noun,environment,자연 환경을 보호해야 해. — We should protect the natural environment.,239,0.8
704,우선,useon,adv.,adverb,"first (of all), above all","우선 네 할 일을 먼저 다해라. — First of all, finish the work you have to do.",239,0.94
705,신문,sinmun,n.,noun,newspaper,지훈이는 요즘 신문에 나온다. — Jihun is appearing in the newspapers these days.,239,0.94
706,귀,gwi,n.,noun,ear,난 비행기에서 귀가 좀 아프던데. — My ears hurt on the plane.,238,0.8
707,여러분,yeoreobun,pron.,pronoun,"PLURAL, you (HONORIFIC)",여러분은 어떻게 생각하십니까? — What do you think?,238,0.5
708,자꾸,jakku,adv.,adverb,"repeatedly, again and again",자꾸 그가 생각나. — I think of him again and again.,237,0.43
709,대,dae,e.,"ending, connective, final","FINAL, REPORT",내일은 날씨가 흐리대. — It says that it will be cloudy tomorrow.,237,0.26
710,자료,jaryo,n.,noun,"material, data, reference",자료를 찾기 위해 도서관에 갔어요. — I went to the library to find references.,237,0.81
711,아프다,apeuda,a.,adjective,"sick, ill",아이가 아파서 병원으로 실려 갔어. — The child was sick and taken to the hospital.,237,0.73
712,군,gun,e.,"ending, connective, final","FINAL, EXCLAMATION",음식이 모자라겠군. — The food will be insufficient.,237,0.68
713,나중,najung,n.,noun,later,제가 나중에 들르겠습니다. — I will stop by later.,236,0.59
714,이루다,iruda,v.,verb,accomplish,드디어 네가 꿈을 이뤘구나! — Finally you accomplished your dream!,236,0.95
715,모시다,mosida,v.,verb,"attend, serve, bring",모두가 부모님을 모시고 왔어. — Everyone brought their parents.,236,0.58
716,첫,cheot,adn.,adnominal,first,배우의 첫 대사는 아주 짧았거든. — The actor’s first line was really short.,236,0.88
717,잔,jan,n.,noun,"COUNTER (cup, glass)",한 잔의 물을 마실 때도 천천히 마셔야 해. — You should drink even a cup of water slowly.,235,0.64
718,개혁,gaehyeok,n.,noun,"reform, reformation",새로운 지도부는 정치 개혁을 시도했다. — The new leadership attempted political reforms.,235,0.76
719,음악,eumak,n.,noun,music,저는 대중 음악을 좋아하는데요. — I like popular music.,235,0.91
720,돌,dol,n.,noun,"stone, rock, pebble",그는 나에게 돌을 던졌다. — He threw a stone at me.,234,0.66
721,사장,sajang,n.,noun,"president, owner (shop, company)",사장님 어디 가셨어요? — Where is the owner?,233,0.89
722,들리다,deullida,v.,verb,be heard,내 목소리가 거기에서 들리니? — Can you hear me over there?,233,0.81
723,조금,jogeum,adv.,adverb,"little, bit, while",조금만 기다려 주세요. — Wait for me a minute.,233,0.8
724,모으다,moeuda,v.,verb,"collect, save up","돈을 모아서 여행을 하겠습니다. — After saving up money, I will go on a trip.",233,0.91
725,갑자기,gapjagi,adv.,adverb,"suddenly, abruptly",갑자기 웃음이 터져 나왔어. — Suddenly I burst out laughing.,233,0.85
726,당,dang,n.,noun,political party,당의 견해를 분명히 밝혀야지요. — The party’s perspective needs to be clarified.,233,0.86
727,장관,janggwan,n.,noun,minister,그의 아버지는 법무장관까지 한 인물이래. — His father is the one who served as the minister of justice.,232,0.72
728,그리,geuri,adv.,adverb,"so, very, that",네가 그리 잘 한 일은 아니야. — It is not the case that you did s. well.,232,0.59
729,빠지다,ppajida,v.,verb,fall into; be captivated,그 나이에는 유혹에 빠지기 쉽지. — It is easy to fall into temptation at that age.,231,0.93
730,괜찮다,gwaenchanda,a.,adjective,"good, all right, fine",천천히 가도 괜찮습니다. — It’s all right to go slowly.,231,0.5
731,소,s.,n.,noun,"cow, bull",소가 들판에서 돌아다녀요. — The cows are going around the field.,231,0.66
732,전혀,jeonhyeo,adv.,adverb,not at all,너는 전혀 놀라지 않는구나. — You are not surprised at all.,231,0.95
733,걔,gyae,pron.,pronoun,"that kid, she, he",걔는 왜 안 오니? — Why isn’t she coming?,231,0.14
734,전쟁,jeonjaeng,n.,noun,"war, battle","마침내 오랜 전쟁이 끝나고 평화가 왔다. — In the end, the long war ended and it became peaceful.",231,0.96
735,가족,gajok,n.,noun,family,가족이 모두 서울에 있어요. — My whole family is in Seoul.,230,0.97
736,맞추다,matchuda,v.,verb,"match, check, set; measure",알람을 맞추세요. — Set the alarm.,230,0.8
737,이십,isip,num.,number,twenty,회원이 이십 명 정도야. — There are about twenty members.,230,0.28
738,사실,sasil,adv.,adverb,in fact,"저도 사실 그 소문을 들었어요. — I heard that rumor, in fact.",230,0.73
739,강,gang,n.,noun,river,어느덧 여객선은 강을 건넜다. — The ferry crossed the river in a short time.,229,0.74
740,차,cha,n.b.,noun (bound),COUNTER (order); moment,제 2차 세계대전이 끝난 시기였어. — That was the time World War II ended.,229,0.86
741,잘하다,jalhada,v.,verb,"do … right, do … well",내가 잘한 건지 모르겠다. — I don’t know if I did well.,229,0.58
742,깊다,gipda,a.,adjective,deep,수심이 깊어요. — The water is deep.,229,0.98
743,중심,jungsim,n.,noun,"center, middle; balance",우리 회사는 시내 중심에 위치하고 있다. — Our company is located in the center of downtown.,228,0.88
744,바다,bada,n.,noun,sea,바다에서 잡은 물고기를 다시 놓아주었어. — I released the fish I had caught in the sea.,228,0.91
745,다구,dagu,e.,"ending, connective, final","FINAL, STATEMENT",우린 늦었다구. — We are late.,228,0.27
746,더라,deora,e.,"ending, connective, final","FINAL, RETROSPECT",너는 항상 불평만 하더라. — You are always complaining.,228,0.41
747,피,pi,n.,noun,blood,"피를 보자 형은 울음을 터뜨렸어. — At the sight of my blood, my older brother started to cry.",228,0.83
748,쌀,ssal,n.,noun,rice,그때는 쌀이 충분하지 않았지. — In those days rice was not enough.,227,0.67
749,빼다,ppaeda,v.,verb,"subtract, count out",거기에서 열을 빼세요. — Subtract ten from that.,225,0.66
750,듯이,deusi,e.,"ending, connective, final","CONNECTIVE, as if",그는 아이를 다루듯이 나를 대할 때가 있어. — He sometimes treats me like a child.,225,0.95
751,마지막,majimak,n.,noun,"last, final",이번이 마지막이에요. — This is the last time.,225,0.93
752,같이,gachi,p.sub.,subsidiary particle,like,그분은 제게 어머니같이 잘해 주세요. — She treats me well like my mother.,225,0.83
753,소설,soseol,n.,noun,novel,민서는 그 소설을 읽고 울었다니까. — Minseo read the novel and cried.,224,0.89
754,내려오다,naeryeooda,v.,verb,come down; lower,계단을 내려오다가 미끄러져 버렸어. — I slipped while coming down the stairs.,223,0.71
755,다리,dari,n.,noun,leg,어제 넘어져서 다리를 다쳤어요. — I fell yesterday and hurt my leg.,222,0.77
756,눈물,nunmul,n.,noun,tear,아이가 눈물만 흘리고 있어요. — The child is only shedding tears.,222,0.85
757,내일,naeil,n.,noun,tomorrow,내일 비가 올 거야. — Tomorrow it will rain.,221,0.66
758,제도,jedo,n.,noun,"institution, system",복지 제도가 잘 정비되어야지. — A welfare system must be well arranged.,221,0.85
759,그림,geurim,n.,noun,"picture, drawing",아주 마음에 드는 그림을 하나 구했거든. — I got a picture that I like a lot.,219,0.95
760,호,ho,n.b.,noun (bound),"COUNTER (room, house, train, etc.)",사무실이 이 건물 몇 호입니까? — What is the room number of your office in this building?,218,0.88
761,대표,daepyo,n.,noun,representatives,우리가 우리 대표를 뽑아야지. — We should select our representative ourselves.,217,0.64
762,영감,yeonggam,n.,noun,"old man, elderly man",그도 이제 영감이 다 되었구나. — He’s almost become an old man now.,217,0.44
763,일단,ildan,adv.,adverb,first,"일단 부산에 내려가 보기로 하죠. — First, let’s try to go down to Busan.",217,0.75
764,가능하다,ganeunghada,a.,adjective,possible,이런 일이 실제로 가능한가요? — Is this kind of thing actually possible?,217,0.92
765,따다,ttada,v.,verb,"pick, nip off; gain, win",가을에는 사과를 따요. — We pick apples in the fall.,217,0.65
766,담배,dambae,n.,noun,cigarette,어디에서 담배를 팔아요? — Where do they sell cigarettes?,217,0.8
767,죄,joe,n.,noun,sin; crime,그는 죄를 짓고 후회했다. — He committed a sin and regretted it.,215,0.72
768,만하다,manhada,aux.,auxiliary predicate,"worth, be worthy of",그들은 주목할 만한 성과를 거두었다. — They produced results that are worth noticing.,215,0.99
769,든,deun,e.,"ending, connective, final","either … or, whether … or",공부하든 놀러 가든 결정을 해라. — Decide whether you will study or play.,215,0.72
770,대부분,daebubun,n.,noun,"most, almost",대부분의 부모들이 그렇게 생각해요. — Most parents think so.,214,0.92
771,어른,eoreun,n.,noun,adult,아이는 빨리 어른이 되길 바랬어요. — The child wanted to become an adult soon.,214,0.76
772,벌써,beolsseo,adv.,adverb,already,벌써 해가 지는구나. — The sun is already setting.,214,0.79
773,전하다,jeonhada,v.,verb,"deliver, send",이걸 저기 있는 아저씨에게 전해 줄래? — Can you deliver this to the man over there?,214,0.96
774,지다,jida,v.,verb,"carry, take something on the shoulder",그는 배낭을 지고 있었다. — He was carrying a backpack.,213,0.72
775,다섯,daseot,num.,number,five,친구 다섯 명이 바닷가에 갔다. — Five friends went to the beach.,212,0.68
776,손님,sonnim,n.,noun,"guest, customer",가게에 손님이 없어요. — There is no customer at the store.,210,0.73
777,집안,jiban,n.,noun,"family, home, household",온 집안이 평화로웠어. — The whole family was peaceful.,210,0.85
778,발전,baljeon,n.,noun,development,경제 발전이 이룩되었다. — Economic development has been achieved.,210,0.84
779,아무리,amuri,adv.,adverb,"how ever, no matter how",아무리 설명해도 소용이 없다니까. — It is useless no matter how you explain it.,209,0.9
780,우리나라,urinara,n.,noun,our country,우리나라는 지난 올림픽에서 몇 위를 했었지? — Where did our country rank in the last Olympics?,209,0.85
781,기분,gibun,n.,noun,"mood, feeling",날씨가 좋아서 기분이 너무 좋다. — I feel great since the weather is good.,209,0.85
782,의식,uisik,n.,noun,consciousness,환자는 아직 의식이 돌아오지 않고 있어요. — The patient has not recovered consciousness.,209,0.92
783,거든,geodeun,e.,"ending, connective, final","CONNECTIVE, BACKGROUND","내가 늦거든 먼저 식사하세요. — If I’m late, please eat without me.",208,0.28
784,저기,jeogi,pron.,pronoun,"there, that place",저기 걸어가는 사람이 민준이니? — Is the person walking over there Minjun?,208,0.29
785,뿐,ppun,p.sub.,subsidiary particle,"only, just",그는 수학뿐 아니라 음악에도 천재였어. — He was a genius not only in mathematics but also in music.,208,1.0
786,느낌,neukkim,n.,noun,"feeling, sense","느낌이 좀 이상해서 뒤돌아 보았어. — I had a strange feeling, s. I looked back.",208,0.94
787,회장,hoejang,n.,noun,"president, chair",회장님께서 연설하실 차례예요. — It is now the president’s turn to speak.,208,0.79
788,팔,pal,n.,noun,arm,야구 선수가 팔을 다쳤다. — A baseball player hurt his arm.,208,0.7
789,순간,sungan,n.,noun,"moment, instant",지금 이 순간을 맘껏 즐기고 싶다. — I want to enjoy this moment as much as I can.,208,0.93
790,전체,jeonche,n.,noun,"whole, entirety",그는 건물 전체를 개조했어. — He renovated the whole building.,208,0.91
791,맡다,matda,v.,verb,"take care of, look at",잠깐만 이 가방 좀 맡아주세요. — Please take care of this bag for a minute.,208,0.91
792,모이다,moida,v.,verb,"get together, assemble, flock",모든 친척이 다 모였어. — All my relatives got together.,207,0.9
793,계시다,gyesida,v.,verb,"exist, be (HONORIFIC)",아버지가 어디 계십니까? — Where is my father?,207,0.53
794,어서,eoseo,adv.,adverb,"quickly, promptly",늦었으니까 어서 출발하세요. — Leave quickly since you’re late.,207,0.51
795,선,seon,n.,noun,line,도로에 그린 선을 따라서 걸었어. — I walked along the line drawn on the road.,206,0.86
796,일부,ilbu,n.,noun,"some, part",일부는 내 의견에 반대를 했죠. — Some were opposed to my opinion.,206,0.83
797,든/이든,deun/ideun,p.conj.,particle (conjunction),or,자네든 나든 누구라도 행사에 참석해야지. — Either you or I need to attend the event.,206,0.9
798,가만히,gamanhi,adv.,adverb,"still, motionlessly",그는 숨을 죽이고 가만히 서 있었다. — He stood still while holding his breath.,206,0.5
799,를/을/ㄹ,reul/eul/l,p.sub.,subsidiary particle,FOCUS,기분이 좋지를 않아. — I don’t feel great.,206,0.65
800,인물,inmul,n.,noun,"person, character, figure",그는 재능이 뛰어난 인물이다. — He is a person with outstanding talents.,206,0.96
801,참,cham,exc.,exclamative,oh,"참, 제가 어디까지 말씀을 드렸습니까? — Oh, how much did I tell you?",206,0.31
802,사,s.,num.,number,four,우리는 냉면 사 인분을 주문했다. — We ordered four portions of cold noodles.,205,0.28
803,네,ne,adn.,adnominal,four,우리 네 식구 살기에 딱 좋은 집이야. — This is a perfect house for our four members to live.,205,0.71
804,흐르다,heureuda,v.,verb,"flow, run",흐르는 강물을 멈출 수가 없지. — The flowing water cannot be stopped.,205,0.94
805,거리,geori,n.,noun,street,거리에 사람들이 거의 없어. — There are few people on the street.,204,0.88
806,내,nae,n.b.,noun (bound),within,한 시간 내로 연락드릴게요. — I will contact you within an hour.,203,0.9
807,배,bae,n.,noun,"stomach, belly, abdomen",갑자기 배가 아파요. — Suddenly my stomach hurts.,203,0.68
808,눕다,nupda,v.,verb,lie,방에 하루 종일 누워만 있구나. — You seem to lie down all day.,203,0.74
809,동생,dongsaeng,n.,noun,younger brother or younger sister,누나가 동생들을 돌봤지. — An older sister took care of her younger siblings.,202,0.7
810,에다가,edaga,p.sub.,subsidiary particle,"LOCATION, onto",책상 위에다가 화분을 가져다 놓았다. — I put a flowerpot on the desk.,202,0.24
811,성,seong,n.,noun,"sex, gender",수업 시간에 성에 대해 배운 적도 있지. — I’ve learned about sex in class.,202,0.84
812,선거,seongeo,n.,noun,election,다음 선거는 언제더라? — When is the next election?,201,0.74
813,작업,jageop,n.,noun,"work, job, operation",잠시 작업이 중단되었어. — The work has been stopped briefly.,201,0.91
814,만,man,n.b.,noun (bound),interval time,오랜만에 외식을 하는구나. — It’s been a while since we ate out.,201,0.86
815,단계,dangye,n.,noun,"step, stage",다음 단계는 뭡니까? — What is the next step?,200,0.84
816,국제,gukje,n.,noun,international,국제 기관에서 일할 생각이 있으신지요? — Are you thinking of working in an international organization?,200,0.75
817,곤,gon,e.,"ending, connective, final","CONNECTIVE, used to",그는 주말에 낚시를 가곤 했어. — He used to go fishing.,200,0.9
818,맞다,matda,v.,verb,"meet, greet, encounter",직원들이 공손하게 손님을 맞았다. — The employee politely greeted customers.,200,0.91
819,국내,gungnae,n.,noun,domestic,국내 물가가 올랐어. — Domestic prices went up.,200,0.65
820,걱정,geokjeong,n.,noun,worry,부모님은 걱정이 많으세요. — My parents worry a lot.,199,0.75
821,회의,hoeui,n.,noun,"meeting, conference",오늘은 회의가 길어지나 보다. — Today the meeting seems to be longer.,199,0.83
822,가르치다,gareuchida,v.,verb,teach,"아이들을 가르치다 보면 그런 생각이 들어요. — While teaching children, that sort of thought occurs to me.",199,0.82
823,가능성,ganeungseong,n.,noun,possibility,수술에 성공할 가능성이 얼마나 되나요? — What is the possibility that the surgery will succeed?,199,0.83
824,원래,wollae,n.,noun,"originally, in itself","원래 제 고향은 부산이에요. — Originally, my hometown was Busan.",199,0.66
825,리,ri,n.b.,noun (bound),"reason, logic",현우가 그렇게 말할 리는 없잖아. — There is no reason for Hyunwu to say so.,199,0.81
826,기관,gigwan,n.,noun,organization,민지는 정부 기관에서 인턴으로 일해. — Minji works as an intern in a government organization.,198,0.82
827,새끼,saekki,n.,noun,"young (animals), baby, bastard (swearing)",곰이 새끼를 보호하려고 달려왔다. — The bear came running to protect the cub.,198,0.63
828,년대,nyeondae,n.b.,noun (bound),COUNTER (year),"요즘 웬지 1990년대 음악이 듣고 싶어. — Recently, I’ve wanted to listen to ’90s music for some reason.",198,0.84
829,대신,daesin,n.,noun,instead,"너 대신 내가 사과했단다. — Instead of you, I apologized.",197,0.97
830,병원,byeongwon,n.,noun,hospital,병원이 최근 감기 환자들로 붐빕니다. — The hospital is currently crowded with patients that have a cold.,197,0.91
831,관련,gwallyeon,n.,noun,"relation, relevance, association",사건과 관련된 이들이 모두 조사받고 있답니다. — I heard that everyone related to the event was investigated.,197,0.7
832,현상,hyeonsang,n.,noun,phenomenon,자연 현상만큼 신비로운 것도 없지. — There is nothing as mysterious as a natural phenomenon.,196,0.86
833,니깐,nikkan,e.,"ending, connective, final","CONNECTIVE, as, because","내가 말하니깐 대답이 없더라. — As I said, there was no response.",196,0.05
834,들어서다,deureoseoda,v.,verb,enter,키가 큰 남자가 사무실로 들어서는 거야. — A tall man entered the office.,196,0.93
835,이해하다,ihaehada,v.,verb,understand,이해해 주셔서 감사드려요. — Thank you for your understanding.,196,0.97
836,대화,daehwa,n.,noun,conversation,그들은 오랜 시간 대화를 나누었다. — They shared a conversation for a while.,196,0.83
837,성격,seonggyeok,n.,noun,"personality, character",쌍둥이가 성격이 아주 다르네요. — The twins have very different personalities.,195,0.9
838,개발,gaebal,n.,noun,"development, exploitation",정부는 경제 개발 계획을 발표했다. — The government announced an economic development plan.,195,0.73
839,단체,danche,n.,noun,organization,시민 단체에서 항의가 들어왔거든요. — There was a complaint from a civic organization.,195,0.82
840,측,cheuk,n.b.,noun (bound),"side, party",신랑 측도 사람들이 많이 왔구나. — s. many people came from the bridegroom’s side.,194,0.76
841,과,gwa,n.,noun,department; COUNTER (lessons),우리 과에는 그런 학생은 없는데요. — There is no such student in our department.,194,0.78
842,통일,tongil,n.,noun,unification,신라의 삼국 통일에 대해 배웠어요. — I learned about Silla’s unification of the Three Kingdoms.,194,0.87
843,적다,jeokda,a.,adjective,few,오늘은 가게에 손님이 적네. — Today there are few people at the store.,193,0.93
844,역할,yeokhal,n.,noun,role,회원들은 맡은 역할에 충실했다. — Members were devoted to their assigned role.,193,0.89
845,사내,sanae,n.,noun,man,사내는 말없이 물건을 건넸다. — The man passed the thing without saying a word.,193,0.63
846,춤,chum,n.,noun,dance,민서가 춤을 춘다. — Minseo is dancing.,193,0.63
847,산업,saneop,n.,noun,industry,국가적 차원에서 산업 투자가 지원되어야지. — Industry investment must be supported at the national level.,192,0.8
848,찍다,jjikda,v.,verb,"take (picture, film, etc.)",우리는 화창한 봄날에 사진을 찍었다. — We took a picture on a bright spring day.,192,0.72
849,무섭다,museopda,a.,adjective,"scary, frightening; scared",나는 무대에 서는 게 무섭다. — I am scared of standing on the stage.,192,0.75
850,그날,geunal,n.,noun,"that day, the same day","그날은 아침부터 비가 쏟아졌다. — From morning on, it poured that day.",192,0.8
851,잠시,jamsi,adv.,adverb,for a minute,우리는 잠시 쉬었다 가기로 했다. — We decided to take a brief rest before continuing.,192,0.84
852,나쁘다,nappeuda,a.,adjective,bad,날씨가 나쁘군요. — The weather is bad.,191,0.81
853,잃다,ilda,v.,verb,lose,관광지에서 시계를 잃어 버렸거든. — I lost my watch at a tourist site.,191,0.97
854,능력,neungnyeok,n.,noun,ability,제 능력을 잘 살릴 수 있는 직업을 가졌으면 해요. — I hope to have a job that will make use of my abilities.,191,0.91
855,차이,chai,n.,noun,"difference, distinction",너는 두 단어의 차이를 아니? — Do you know the difference between the two words?,191,0.88
856,체제,cheje,n.,noun,system,팀의 체제를 다시 정비해야겠습니다. — We should rearrange the team system.,191,0.83
857,살리다,sallida,v.,verb,"save, spare",의사는 환자를 살렸어. — The doctor saved the patient.,190,0.74
858,학년,hangnyeon,n.,noun,COUNTER (school year),민준은 대학 1학년입니다. — Minjun is in the first year of college.,190,0.81
859,직접,jikjeop,adv.,adverb,"directly, in person",회장님이 직접 전화를 주셨다구요. — The president called me directly.,190,0.94
860,기능,gineung,n.,noun,function,핸드폰 기능이 너무 다양하네. — Cellphones have a lot of diverse functions.,189,0.83
861,형태,hyeongtae,n.,noun,"shape, form",형태를 조금 변형시키면 어떨까요? — What about transforming the shape a little?,189,0.84
862,장,jang,n.b.,noun (bound),COUNTER (paper),나는 달력을 한 장 한 장 넘겼다. — I flipped over the calendar page by page.,189,0.86
863,이용하다,iyonghada,v.,verb,use,지하철을 이용하는 사람들이 늘고 있다. — The number of people who use the subway is increasing.,189,0.9
864,매우,maeu,adv.,adverb,"very, really",직원이 매우 친절하네. — The employee is really kind.,188,0.93
865,코,ko,n.,noun,nose,현우는 코가 조금 낮아. — Hyunwu’s nose is a little low.,188,0.79
866,제일,jeil,adv.,adverb,"most, first",그건 내가 제일 갖고 싶은 장난감야. — This is the toy I want the most.,188,0.58
867,늘,neul,adv.,adverb,always,늘 함께 해 준 가족한테 고맙습니다. — I am grateful for my family who have always been with me.,187,0.88
868,짜다,jjada,v.,verb,"make, set up, plan",휴가 계획을 잘 짜셨어요? — Have you set up a good vacation plan?,187,0.49
869,니/이니,ni/ini,p.conj.,particle (conjunction),"and, or, and s. on",민준이는 일이니 출장이니 핑계를 댄다. — Minjun has been using work or business trips as excuses.,187,0.72
870,별로,byeollo,adv.,adverb,not particularly,별로 덥지 않았어요. — It was not particularly hot.,186,0.76
871,방향,banghyang,n.,noun,direction,어느 방향으로 가야 하지? — Which direction should we go in?,186,0.93
872,않다,anda,v.,verb,do not,내 감정은 변하지 않아. — My feelings do not change.,186,0.79
873,벗다,beotda,v.,verb,take off,나는 세탁기에 양말을 벗어 던졌다. — I took off my socks and threw them into the washer.,186,0.71
874,영향,yeonghyang,n.,noun,"influence, impact, effect",이모의 영향으로 나도 그 학교에 진학했어요. — I entered that school because of my aunt’s influence.,186,0.86
875,불다,bulda,v.,verb,blow,오늘은 바람이 세게 부는군요. — Today the wind is blowing strong.,186,0.7
876,행동,haengdong,n.,noun,"behavior, act",그의 행동이 웬지 수상했어. — His behavior was suspicious somehow.,186,0.96
877,육,yuk,num.,number,six,육 개월 정도 해외에 나갈 예정입니다. — I am scheduled to stay abroad for about six months.,185,0.25
