rank,lemma,romanization,pos,posExpanded,gloss,example,frequency,dispersion
2443,승,seung,n.b.,noun (bound),COUNTER (winning),지금까지 몇 승을 하신 거지요? — How many times have you won s. far?,58,0.76
2444,굶다,gumda,v.,verb,"starve, fast",하루 종일 굶었어요. — I starved all day.,58,0.67
2445,연결,yeongyeol,n.,noun,"link, connection",네트워크 연결이 좋지 않네. — The network connection is not good.,58,0.85
2446,건강하다,geonganghada,a.,adjective,healthy,할머니께서는 건강하십니까? — Is your grandmother healthy?,58,0.94
2447,날씨,nalssi,n.,noun,weather,오늘의 날씨를 말씀드리겠습니다. — I’ll report today’s weather.,58,0.96
2448,쌍,ssang,n.,noun,"pair, couple",오늘 젊은 쌍들이 콘서트에 많이 오셨군요. — Many young couples have come to the concert today.,58,0.69
2449,느라,neura,e.,"ending, connective, final","CONNECTIVE, while, as","일하느라 가 볼 시간이 없었어. — While working, I never had the time to go.",57,0.93
2450,재판,jaepan,n.,noun,trial,재판 일정이 잡혔어. — The trial schedule has been set up.,57,0.94
2451,음성,eumseong,n.,noun,voice,음성 메시지를 남기셨어요? — Did you leave a voice message?,57,0.93
2452,식당,sikdang,n.,noun,restaurant,지민이는 식당을 운영해. — Jimin runs a restaurant.,57,0.98
2453,극복하다,geukbokada,v.,verb,overcome,저 가수는 암을 극복했다. — That singer overcame cancer.,57,0.89
2454,강화,ganghwa,n.,noun,"reinforcement, consolidation",일부 의원들은 규제 강화를 주장했다. — Some members argued for reinforcement of the regulations.,57,0.82
2455,흔들리다,heundeullida,v.,verb,"shake, wave",차가 심하게 흔들렸다. — The car shook s. much.,57,0.96
2456,어미,eomi,n.,noun,mother (animals),새끼 곰들은 어미를 기다린다. — The cubs are waiting for their mother.,57,0.88
2457,한글,hangeul,n.,noun,Hangeul,걔는 세 살 때 한글을 혼자 배웠어. — He learned Hangeul on his own when he was three.,57,0.82
2458,답니다,damnida,e.,"ending, connective, final","FINAL, QUOT.",저희 가족은 모두 건강하답니다. — My family are all healthy.,57,0.67
2459,불법,bulbeop,n.,noun,illegality,불법 수술이 때로 이루어진다. — Illegal surgeries are done sometimes.,57,0.76
2460,자격,jagyeok,n.,noun,"qualification, right",그는 모든 자격을 갖추고 있다구요. — He has all the qualifications.,57,0.93
2461,입히다,ipida,v.,verb,"dress, put … on; coat; cause",아기에게 옷을 입혔어요. — I dressed the baby.,57,0.75
2462,발전하다,baljeonhada,v.,verb,"develop, progress",학교가 날로 발전하고 있다. — The school is progressing every day.,57,0.86
2463,의혹,uihok,n.,noun,"doubt, suspicion",그들의 행동은 의혹을 불러일으켰다. — Their behaviors raised suspicion.,57,0.63
2464,반장,banjang,n.,noun,"president (of class), chief",선생님이 나한테 반장을 시켰어. — The teacher made me the class president.,57,0.7
2465,애,ae,n.,noun,"state of being anxious, troubles",기다리던 사람들은 애가 탔다. — People who were waiting were anxious.,57,0.75
2466,소리치다,sorichida,v.,verb,shout,아이들이 소리쳤어요. — The children shouted.,57,0.74
2467,텔레비전,tellebijeon,n.,noun,television,저 남자는 텔레비전에서 보던 사람이야. — That man is the person I used to see on TV.,57,0.97
2468,갈다,galda,v.,verb,"change, replace",타이어를 갈아야겠어요. — I need to change the tire.,57,0.59
2469,작용,jagyong,n.,noun,action; effect,기계의 작용이 단순해. — The effect of the machine is simple.,57,0.78
2470,부끄럽다,bukkeureopda,a.,adjective,"ashamed, embarrassed",저는 제 자신이 부끄럽습니다. — I’m ashamed of myself.,57,0.94
2471,양,yang,adn.,adnominal,both,천의 양 끝을 잡으세요. — Please hold the two edges of the cloth.,57,0.9
2472,길래,gillae,e.,"ending, connective, final","CONNECTIVE, since, as","누가 앉아있길래 다른 쪽으로 갔다. — Since there was someone sitting there, I moved to another side.",57,0.55
2473,뒤집다,dwijipda,v.,verb,turn … over; turn … inside out; overturn,손바닥을 뒤집어 봐. — Turn your hand over.,57,0.8
2474,배우,baeu,n.,noun,"actor, actress",지훈은 배우가 되길 원해. — Jihun wants to be an actor.,57,0.89
2475,지시,jisi,n.,noun,"instruction, direction",그건 사장님 지시였다. — It was the CEO’s instruction.,57,0.98
2476,절대로,jeoldaero,adv.,adverb,never,절대로 약속을 어기면 안 됩니다. — You should never break a promise.,57,0.89
2477,순서,sunseo,n.,noun,order,일은 순서대로 진행해야 해. — The work needs to proceed in order.,57,0.88
2478,구만,guman,e.,"ending, connective, final","FINAL, STATEMENT",이 사람 냉정하구만. — This person is cold.,57,0.53
2479,비디오,bidio,n.,noun,video,그건 비디오 영화였어. — It was a video.,57,0.83
2480,만화,manhwa,n.,noun,"comic book, cartoon",요즘은 만화 작가들이 많지. — These days there are many comic book writers.,57,0.88
2481,소득,sodeuk,n.,noun,"income, gain",평균 소득이 얼마나 될까? — How much will the average income be?,57,0.82
2482,다음날,daeumnal,n.,noun,following day,"다음날은 날씨가 흐렸다. — On the following day, it was cloudy.",57,0.97
2483,재정,jaejeong,n.,noun,finance,재정 상황이 나아졌어요. — The financial situation improved.,56,0.77
2484,벌,beol,n.,noun,"punishment, penalty",형이 방에서 벌을 받고 있어요. — My older brother is getting his punishment in the room.,56,0.73
2485,동무,dongmu,n.,noun,"companion, friend",어린 시절 동무들이 그리워요. — I miss my childhood friends.,56,0.7
2486,공주,gongju,n.,noun,princess,"옛날에 공주가 한 명 살았어. — In the old days, there was a princess.",56,0.74
2487,기쁘다,gippeuda,a.,adjective,pleased; pleasant,다시 만나서 기쁩니다. — I’m pleased to meet you again.,56,0.93
2488,연대,yeondae,n.,noun,"solidarity, banding together",학생들은 연대 의식이 강했다. — Students had a strong sense of solidarity.,56,0.84
2489,나르다,nareuda,v.,verb,carry,짐을 나르는 사람이 누구예요? — Who is that carrying the luggage?,56,0.67
2490,두드리다,dudeurida,v.,verb,"knock, beat, tap",누군가 문을 두들기고 있어요. — Someone’s knocking at the door.,56,0.81
2491,착하다,chakhada,a.,adjective,be good,애들은 참 착해요. — The children are very good.,56,0.79
2492,문명,munmyeong,n.,noun,civilization,문명의 발달은 인간의 삶을 풍요롭게 해 왔지. — The development of civilization has enriched human life.,56,0.85
2493,자원,jawon,n.,noun,resource,자연 자원을 아껴야 합니다. — We should save natural resources.,56,0.82
2494,신체,sinche,n.,noun,physical body,그 청년 신체가 아주 건장했어. — The young man had a strong body.,56,0.87
2495,무시하다,musihada,v.,verb,ignore,제 말을 왜 무시하세요? — Why do you ignore what I say?,56,0.98
2496,옥,ok,n.,noun,jade,나는 옥으로 된 반지를 샀다. — I bought a ring made of jade.,56,0.66
2497,양,yang,n.b.,noun (bound),pretense; intention,서연이는 화가 난 양 그에게 말을 안 했다. — Seoyeon pretended to be angry and did not talk to him.,56,0.91
2498,ㅁ에도/음에도,medo/eumedo,e.,"ending, connective, final","CONNECTIVE, in spite of",가족이 반대함에도 불구하고 서울로 왔지. — I came to Seoul despite my family’s opposition.,56,0.96
2499,달래다,dallaeda,v.,verb,"soothe, comfort; coax",어머니는 밤새 우는 아기를 달래셨지. — Mother soothed the crying baby all night.,56,0.85
2500,무조건,mujogeon,adv.,adverb,unconditional,무조건 네가 옳다고 우기지 마. — Do not argue that you are unconditionally right.,56,0.8
2501,건네다,geonneda,v.,verb,pass; speak to,소년은 소녀에게 말을 건넸다. — A boy spoke to a girl.,56,0.75
2502,일제히,iljehi,adv.,adverb,"all together, simultaneously, all at once",아이들은 일제히 소리를 질렀어. — The children all screamed together.,56,0.71
2503,오직,ojik,adv.,adverb,only,엄마는 오직 너만을 생각한단다. — Mommy thinks only of you.,56,0.96
2504,똑같이,ttokgachi,adv.,adverb,"same way; equally, evenly",아버지와 아들이 똑같이 부지런해. — Both father and son are equally diligent.,56,0.73
2505,정신적,jeongsinjeok,n.,noun,"mental, psychological",정신적 노동이 육체적 노동보다 힘든 경우도 있지. — Mental labor is sometimes harder than physical labor.,56,0.92
2506,다가가다,dagagada,v.,verb,approach,현우는 아이에게 다가갔다. — Hyunwu approached the child.,56,0.81
2507,대접,daejeop,n.,noun,"reception, treatment",우리는 그들에게서 극진한 대접을 받았어. — We received a cordial reception from them.,56,0.72
2508,낫다,natda,v.,verb,"get better, recover",몸이 좀 낫기를 바랍니다. — I hope you will get better.,56,0.52
2509,가사,gasa,n.,noun,lyrics,노래 가사가 아주 낭만적이구나. — The lyrics of the song are very romantic.,56,0.77
2510,랴/으랴,rya/eurya,e.,"ending, connective, final","FINAL, QUESTION",누가 너를 비난하랴. — Who can criticize you?,56,0.74
2511,범위,beomwi,n.,noun,range,수치가 정상 범위에서 벗어나 있다. — The number is over the normal range.,56,0.86
2512,도,do,n.,noun,"right way, enlightenment",우리는 도에 따라서 삽시다. — Let’s follow the right way while living.,55,0.83
2513,사실상,sasilsang,n.,noun,in fact,"사실상, 이번 프로젝트는 실패야. — In fact, this project is a failure.",55,0.83
2514,내다보다,naedaboda,v.,verb,look out; predict,어머니께서는 창 밖을 내다보고 계셨다. — My mother was looking out through the window.,55,0.91
2515,오른쪽,oreunjjok,n.,noun,right,오른쪽으로 도세요. — Turn to the right.,55,0.97
2516,연기,yeongi,n.,noun,"performance, acting",배우의 연기가 정말 뛰어났어. — The actor’s performance was really outstanding.,55,0.84
2517,아니하다,anihada,aux.,auxiliary predicate,do not; be not,난 대답하지 아니할 겁니다. — I won’t answer.,55,0.89
2518,하여금,hayeogeum,adv.,adverb,"(drive someone) to, by . . .",그 책은 독자로 하여금 많은 생각을 하게 한다. — That book makes the reader think a lot.,55,0.91
2519,유지,yuji,n.,noun,maintenance,지민이는 몸매 유지를 잘 해. — Jimin is good at body maintenance.,55,0.88
2520,피부,pibu,n.,noun,skin,피부가 정말 부드럽구나. — The skin is really smooth.,55,0.95
2521,아우,au,n.,noun,younger sibling,아우가 몇 명인가? — How many younger siblings do you have?,55,0.61
2522,서구,seogu,n.,noun,(the) West,젊은 세대는 서구의 문화를 적극 수용한다. — The young generation actively accepts Western culture.,55,0.78
2523,지우다,jiuda,v.,verb,"erase, wipe, delete",선생님은 칠판을 깨끗이 지웠습니다. — The teacher wiped the blackboard clean.,55,0.93
2524,편,pyeon,n.,noun,"side, direction",상대를 네 편으로 만들어야 해. — You need to make the other one take your side.,55,0.93
2525,길이,giri,n.,noun,length,치마 길이가 너무 짧지 않아? — Isn’t the skirt too short?,55,0.93
2526,이사,isa,n.,noun,moving,이사 준비는 항상 힘들어. — Moving preparations are always hard.,55,0.79
2527,강의,gangui,n.,noun,"lecture, course, class",이달 말에 강의가 끝나요. — The course finishes at the end of this month.,55,0.86
2528,유일하다,yuilhada,a.,adjective,"only, sole",그 영화가 제가 본 유일한 영화랍니다. — That movie is the only one I saw.,55,0.98
2529,거울,geoul,n.,noun,mirror,거울에 비친 내가 너무 창백해 보이네. — I look s. pale in the mirror.,55,0.9
2530,에너지,eneoji,n.,noun,energy,에너지를 낭비해서는 안 된다. — We should not waste energy.,55,0.86
2531,수십,susip,num.,number,"scores, dozens",수십 명의 학생들이 강의실로 들어왔다. — Dozens of students entered the classroom.,55,0.94
2532,다,da,n.,noun,all; almost,다 떠나갔어요. — All of them left.,55,0.52
2533,독,dok,n.,noun,poison,그건 독이 든 사과였어. — It was a poison apple.,55,0.66
2534,남,nam,n.,noun,south,"그 이후 한반도는 남과 북으로 나뉘었다. — Since then, the Korean peninsula has been divided into the South and the North.",55,0.75
2535,시어머니,sieomeoni,n.,noun,mother-in-law,시어머니께서 오신다. — My mother-in-law is coming.,55,0.66
2536,무,mu,n.,noun,"nothing, zero, naught",무에서 유를 창조할 수도 있어. — It’s possible to create something from nothing.,55,0.72
2537,과부,gwabu,n.,noun,widow,어린 나이에 그녀는 과부가 되었다. — She became a widow at a young age.,55,0.55
2538,장단,jangdan,n.,noun,"beat, rhythm",배우는 전통적 장단에 맞춰 춤을 췄다. — The actress followed the traditional rhythm as she danced.,55,0.47
2539,아까,akka,n.,noun,a while ago,아까 말씀드렸잖아요. — I told you a while ago.,55,0.56
2540,활,hwal,n.,noun,bow,"옛날에는 활을 쏘았지. — In the old days, we bowed.",55,0.59
2541,민요,minyo,n.,noun,folk song,우리는 민요를 즐겨 부른다. — We frequently sing folk songs.,55,0.58
2542,자세히,jasehi,adv.,adverb,"in detail, minutely",비서가 서류를 자세히 검토했다. — My secretary examined the document in detail.,55,0.94
2543,검토하다,geomtohada,v.,verb,"examine, look over",먼저 서류를 자세히 검토해 보세요. — First examine the documents in detail.,55,0.83
2544,장애,jangae,n.,noun,"obstacle, hindrance; disability",그는 여러 장애를 극복하고 실험에 성공했다. — He succeeded with the experiment by overcoming many obstacles.,55,0.85
2545,저리,jeori,adv.,adverb,"that way, over there",저리 가세요. — Go over there.,55,0.46
2546,리라고/으리라고,rirago/eurirago,e.,"ending, connective, final","CONNECTIVE, to",다음에는 절대 안 그러리라고 다짐했어. — I resolved not to do that again.,55,0.94
2547,담기다,damgida,v.,verb,be contained,편지에는 아버지 마음이 담겼다. — My father’s mind is reflected in this letter.,55,0.99
2548,의회,uihoe,n.,noun,"assembly, parliament",의회 모임이 있습니다. — There is an assembly meeting.,55,0.69
2549,일주일,iljuil,n.,noun,one week,지난 일주일 동안 뭐 하셨어요? — What did you do over the past week?,55,0.75
2550,관광,gwangwang,n.,noun,sightseeing,우리는 시내 관광을 마쳤다. — We finished sightseeing downtown.,54,0.82
2551,쉬다,swida,v.,verb,breathe,숨을 깊이 쉬세요. — Breathe deeply.,54,0.86
2552,근,geun,adn.,adnominal,about,떠난 지 근 한 시간이 지났네. — It’s been about an hour since we left.,54,0.5
2553,깨다,kkaeda,v.,verb,"break, smash, spoil",아이가 유리잔을 깼어. — A child broke a glass.,54,0.79
2554,범죄,beomjoe,n.,noun,crime,범죄를 예방합시다. — Let’s prevent crime.,54,0.88
2555,포함되다,pohamdoeda,v.,verb,be included,계산서에 세금이 포함되어 있나요? — Has the tax been included in the bill?,54,0.86
2556,굵다,gukda,a.,adjective,"thick, big, bold",연필이 너무 굵어요. — The pencil is too thick.,54,0.79
2557,높이,nopi,adv.,adverb,high,높이 나는 새가 멀리 본다. — A bird that’s flying high can see far.,54,0.95
2558,경쟁력,gyeongjaengnyeok,n.,noun,competitiveness,제품이 경쟁력이 있다. — The product is competitive.,54,0.7
2559,동료,dongnyo,n.,noun,colleague,동료가 도움이 많이 돼요. — My colleagues are very helpful.,54,0.98
2560,미술,misul,n.,noun,art,전 미술을 전공하고 싶습니다. — I would like to major in art.,54,0.89
2561,대형,daehyeong,n.,noun,large size,대형 백화점이 문을 열었다. — A large-size department store opened.,54,0.75
2562,박수,baksu,n.,noun,"applause, ovation",모두가 그녀에게 큰 박수를 보냈다. — Everyone gave her a big round of applause.,54,0.73
2563,날다,nalda,v.,verb,fly,하늘에 독수리가 날고 있어요. — There is an eagle flying in the sky.,54,0.8
2564,불편하다,bulpyeonhada,a.,adjective,inconvenient; uncomfortable,할머니는 좀 불편해 보이셨어. — Grandmother looked somewhat uncomfortable.,54,0.9
2565,인상,insang,n.,noun,impression,그림이 인상에 깊이 남았다. — The picture left a strong impression.,54,0.97
2566,상,sang,n.,noun,table,상이 잘 차려졌어요. — The table has been well made.,54,0.65
2567,의문,uimun,n.,noun,"question, doubt",의문이 있으십니까? — Do you have any questions?,54,0.97
2568,아무튼,amuteun,adv.,adverb,"in any case, anyway, at any rate","아무튼 나는 이해가 안 돼. — At any rate, I don’t understand it.",54,0.74
2569,빨갛다,ppalgatda,a.,adjective,"red, crimson",얼굴이 빨갛게 변했어요. — Your face turned red.,54,0.82
2570,지혜,jihye,n.,noun,wisdom,신에게 지혜를 달라고 기도했지요. — I prayed to God to give me wisdom.,54,0.98
2571,건축,geonchuk,n.,noun,construction,민준은 대학 때 건축을 전공했어. — Minjun majored in architecture at college.,54,0.86
2572,의무,uimu,n.,noun,duty,모두가 법을 지킬 의무가 있지. — Everyone has a duty to obey the law.,54,0.93
2573,신분,sinbun,n.,noun,"status, identity",신분이 불확실해. — The status is unclear.,54,0.94
2574,침묵,chimmuk,n.,noun,silence,침묵은 금이라고 합니다. — They say that silence is golden.,54,0.91
2575,부탁하다,butakada,v.,verb,"request, ask",부탁할 게 있어서 전화를 드렸어요. — I called you because I have something to request.,54,0.9
2576,점수,jeomsu,n.,noun,"score, grade",시험 점수가 좋구나! — The exam score is good!,54,0.75
2577,방학,banghak,n.,noun,"vacation, break",이제 곧 방학이야. — It will be vacation soon.,54,0.88
2578,비교적,bigyojeok,n.,noun,"comparatively, relatively",시험이 비교적 쉬웠어. — The exam is comparatively easy.,54,0.93
2579,임시,imsi,n.,noun,"temporary, provisional",임시 대피소가 설치되었다. — A temporary shelter has been installed.,54,0.93
2580,원수,wonsu,n.,noun,"enemy, foe",그들은 원수같이 싸웠다. — They fought like enemies.,54,0.68
2581,엿,yeot,n.,noun,stick of taffy,"시험 날 어머니께서 엿을 사 오셨어. — On exam day, my mother bought sticks of taffy for me.",54,0.46
2582,전부,jeonbu,n.,noun,all,그는 재산 전부를 재단에 기부했다. — He donated all of his fortune to the foundation.,54,0.87
2583,누리다,nurida,v.,verb,enjoy,건강한 삶을 누리세요. — Enjoy a healthy life.,54,0.97
2584,차량,charyang,n.,noun,"car, vehicle",경찰이 차량을 검사했다. — The police inspected the car.,54,0.8
2585,세금,segeum,n.,noun,"tax, duty",세금을 내는 건 국민된 도리지. — Paying taxes is the duty of citizens.,54,0.82
2586,확,hwak,adv.,adverb,"with a great puff; with a flame; suddenly, in a flash",나는 문을 확 밀었어. — I suddenly pushed the door open.,54,0.53
2587,줄어들다,jureodeulda,v.,verb,decrease,마을 인구가 줄어들고 있어. — The population of the village is decreasing.,54,0.85
2588,근대,geundae,n.,noun,modern times (era),이 개념은 근대에 나왔어. — This concept appeared in modern times.,54,0.75
2589,꼬리,kkori,n.,noun,tail,강아지가 꼬리를 흔든다. — A puppy is wagging its tail.,54,0.86
2590,궁,gung,n.,noun,palace,궁에서 자주 파티가 열렸다. — Parties were held often at the palace.,54,0.55
2591,맥,maek,n.,noun,"pulse, energy; legacy",의사가 환자의 맥을 짚었다. — The doctor took the patient’s pulse.,54,0.85
2592,웬일,wennil,n.,noun,"for what reason, what",네가 웬일로 전화했니? — What made you call me?,54,0.64
2593,인력,illyeok,n.,noun,manpower,인력을 동원하기로 했다. — We have decided to mobilize the work force.,54,0.78
2594,세다,seda,a.,adjective,"strong, powerful; stubborn",아이가 힘이 세네. — The child is strong.,54,0.75
2595,출발하다,chulbalhada,v.,verb,"depart, leave",기차가 출발했다. — The train departed.,54,0.98
2596,바보,babo,n.,noun,"idiot, fool",난 정말 바보 같았어. — I was really like a fool.,54,0.77
2597,현지,hyeonji,n.,noun,"on-the-spot, local",그도 현지 사람이 아니었다. — He was not a local person.,54,0.76
2598,확보하다,hwakbohada,v.,verb,secure,자재를 먼저 확보해야 해. — You should have secured the materials.,54,0.85
2599,점차,jeomcha,adv.,adverb,gradually,기차 소리는 점차 멀어져 갔어요. — The sound of the train disappeared gradually.,53,0.91
2600,저지르다,jeojireuda,v.,verb,commit,범인은 끔찍한 범죄를 저질렀다. — The criminal committed a horrible crime.,53,0.98
2601,모자,moja,n.,noun,"hat, cap",민서는 모자를 썼다. — Minseo wears a hat.,53,0.78
2602,신부,sinbu,n.,noun,bride,웨딩드레스를 입은 신부가 입장했다. — A bride in a wedding dress entered.,53,0.81
2603,지붕,jibung,n.,noun,roof,지붕 위에 새가 한 마리 앉아 있어. — A bird is sitting on the roof.,53,0.86
2604,젓다,jeotda,v.,verb,stir; roll; wave,지민이는 커피에 설탕을 넣고 저었다. — Jimin put sugar in the coffee and stirred it.,53,0.75
2605,대학원,daehagwon,n.,noun,graduate school,졸업 후 대학원에 갈 생각이야. — I am thinking of going to graduate school after graduation.,53,0.73
2606,기차,gicha,n.,noun,train,기차가 역으로 들어옵니다. — The train enters the station.,53,0.87
2607,남한,namhan,n.,noun,South Korea,이번 게임은 남한에서 있을 겁니다. — This game will be in South Korea.,53,0.9
2608,그리하여,geurihayeo,conj.,conjunction,"therefore, so","그리하여 일은 마무리되었다. — Therefore, the work has been finished.",53,0.78
2609,망,mang,n.,noun,"net, network",인터넷망은 놀라운 속도로 늘어났다. — The Internet network expanded at an amazing speed.,53,0.77
2610,널리,neolli,adv.,adverb,"far and wide, extensively",선생의 공적을 널리 알려야 합니다. — We should publicize the teacher’s achievement extensively.,53,0.88
2611,테이프,teipeu,n.,noun,tape,녹음한 테이프가 없어졌어요. — The recorded tape was lost.,53,0.69
2612,검사,geomsa,n.,noun,"prosecutor, district attorney",검사는 피고에게 무기징역을 구형했습니다. — The prosecutor demanded lifetime imprisonment.,53,0.83
2613,돌아다니다,doradanida,v.,verb,go around,여기저기 돌아다니면서 노래를 했어. — I sang a song while I traveled everywhere.,53,0.84
2614,한강,hangang,n.,noun,Han River,그는 한강 근처에 살아. — He lives near the Han River.,53,0.87
2615,날리다,nallida,v.,verb,"fly, blow away; distinguish oneself",밖에 연을 날리는 아이들이 보이네요. — I see children flying kites outside.,53,0.93
2616,증권,jeunggwon,n.,noun,stock,나는 증권에 투자했다. — I invested in the stock.,53,0.65
2617,보고서,bogoseo,n.,noun,report,연구원들은 보고서를 제출합니다. — Researchers submit reports.,53,0.8
2618,파업,paeop,n.,noun,strike,노조는 파업을 시행했다. — The labor union proceeded with the strike.,53,0.81
2619,그럼,geureom,exc.,exclamative,"yes, indeed; if so, then","그럼, 이건 어때요? — Then, what about this?",53,0.44
2620,지위,jiwi,n.,noun,status,네 지위가 높아졌구나. — Your status rose.,53,0.87
2621,글씨,geulssi,n.,noun,"handwriting; letter, character",글씨가 정말 예쁩니다. — The handwriting is really beautiful.,53,0.84
2622,수원,suwon,n.,noun,Suwon (city name),그는 수원에서 태어났어. — He was born in Suwon.,53,0.71
2623,대체로,daechero,adv.,adverb,"overall, generally",오늘은 대체로 흐리겠습니다. — Today it will be cloudy overall.,53,0.86
2624,구성되다,guseongdoeda,v.,verb,"be made up, be composed",위원회는 주민 대표들로 구성되었다. — The committee was composed of resident representatives.,53,0.75
2625,철저하다,cheoljeohada,a.,adjective,complete,보안이 철저해. — Security is complete.,53,0.97
2626,유형,yuhyeong,n.,noun,type,다양한 유형의 디자인이 나왔다. — Various types of designs were submitted to the contest.,53,0.79
2627,심지어,simjieo,adv.,adverb,even,심지어 나도 못 믿겠더라구. — Even I couldn’t believe it.,53,0.98
2628,조그맣다,jogeumatda,a.,adjective,"small, little",조그마한 아기의 손이 너무 신기했어요. — The baby’s small hands were s. wondrous.,53,0.89
2629,바람직하다,baramjikada,a.,adjective,desirable,태도가 아주 바람직해요. — That attitude is very desirable.,53,0.86
2630,트다,teuda,v.,verb,"open up, start",양국은 공식적 외교 관계를 트기로 했다. — The two countries decided to open up formal diplomatic relations.,53,0.64
2631,안타깝다,antakkapda,a.,adjective,"regrettable, pitiful",어린 아이들이 다쳐서 너무 안타깝다. — It is regrettable that young children got hurt.,53,0.95
2632,주어지다,jueojida,v.,verb,"be given, be allowed",그에게 주어진 임무가 있다. — There is a duty that was given to him.,53,0.92
2633,교류,gyoryu,n.,noun,"exchange, interchange",우리는 전혀 교류가 없었거든. — We had no exchange at all.,53,0.81
2634,내지,naeji,adv.,adverb,or,한 시간 내지 두 시간 후에 다시 오세요. — Please come back one or two hours later.,53,0.85
2635,구두,gudu,n.,noun,shoes,새 구두가 아주 멋있네요. — The new shoes are very stylish.,53,0.85
2636,행복,haengbok,n.,noun,happiness,행복은 사람의 마음에 달려 있지. — Happiness depends on a person’s state of mind.,53,0.98
2637,주의,juui,n.,noun,"principle, belief",그들은 주의 주장이 강해. — They are strong in their principles and arguments.,53,0.85
2638,외부,oebu,n.,noun,"outside, exterior",외부에 이 소식이 알려졌거든. — This news has been known outside.,52,0.9
2639,한동안,handongan,n.,noun,for a while,한동안 소식이 없네. — There is no news for a while.,52,0.86
2640,비리,biri,n.,noun,"corruption, irregularity",당의 비리가 밝혀졌다. — The party’s corruption was revealed.,52,0.7
2641,성질,seongjil,n.,noun,"temper, character",그는 성질이 불같아. — His temper is like a fire.,52,0.9
2642,들,deul,n.,noun,field,농부들은 들에서 땀을 흘린다. — Farmers are sweating in the field.,52,0.63
2643,올림픽,ollimpik,n.,noun,Olympics,다음 동계 올림픽이 어디서 열리나요? — Where are the next Winter Olympics being held?,52,0.75
2644,잠기다,jamgida,v.,verb,"sink, swamp; be immersed in",다리가 물에 잠겼어. — The bridge was submerged underwater.,52,0.87
2645,판단하다,pandanhada,v.,verb,judge,옳고 그름을 신중하게 판단하세요. — Judge right and wrong with sincerity.,52,0.95
2646,가하다,gahada,v.,verb,"add, apply, impose",법정이 벌금을 가했다. — The court imposed a fine.,52,0.96
2647,도서관,doseogwan,n.,noun,library,민준은 도서관으로 향했다. — Minjun headed to the library in order to look for materials.,52,0.93
2648,조,jo,n.,noun,"team, group",우리 조는 실험을 제일 먼저 끝냈습니다. — Our team finished the experiment first.,52,0.88
2649,상사,sangsa,n.,noun,trading company,지훈이는 무슨 상사에 취직했어. — Jihun got a job at a trading company.,52,0.6
2650,적절하다,jeokjeolhada,a.,adjective,"appropriate, proper",적절한 가격을 알려 주세요. — Let me know the right price.,52,0.89
2651,방문하다,bangmunhada,v.,verb,visit,한국을 처음으로 방문하시는 겁니까? — Are you visiting Korea for the first time?,52,0.86
2652,의료,uiryo,n.,noun,medical care (treatment),그는 의료 사업을 진행했다. — I founded a medical care business.,52,0.78
2653,근본적,geunbonjeok,n.,noun,"basic, fundamental",근본적 해결을 생각해 보자. — Let’s think of a basic solution.,52,0.89
2654,승리,seungni,n.,noun,victory,우리 팀의 승리를 축하합시다. — Let’s celebrate our team’s victory.,52,0.85
2655,원장,wonjang,n.,noun,director,원장은 어쩔 줄을 몰라 했다. — The director didn’t know what to do.,52,0.83
2656,안전,anjeon,n.,noun,"safety, security",안전이 제일 중요해요. — Safety is the most important thing.,52,0.79
2657,팔자,palja,n.,noun,"destiny, fate",네 팔자도 편하지는 않구나. — Your destiny is not easy either.,52,0.61
2658,일부러,ilbureo,adv.,adverb,deliberately,나는 일부러 늦게 갔지. — I purposely went late.,52,0.83
2659,작용하다,jagyonghada,v.,verb,"act, work on",신약은 얼마나 오래 작용하나요? — How long does the new medicine work?,52,0.84
2660,사설,saseol,n.,noun,editorial,민서는 신문 사설을 읽고 화가 났다. — Minseo got angry after reading the newspaper editorial.,52,0.79
2661,본격적,bongyeokjeok,n.,noun,real; regular; full-fledged,선수들은 본격적 훈련에 들어갔다. — The athletes started full-fledged training.,52,0.87
2662,놓치다,notchida,v.,verb,"miss, lose",고양이가 쥐를 놓쳤어. — A cat missed a mouse.,52,0.94
2663,앞두다,apduda,v.,verb,have … ahead,유학을 앞두고 있어. — I have study abroad ahead.,52,0.72
2664,오랫동안,oraetdongan,n.,noun,for a long time,"오랫동안 고향을 잊고 살았네. — For a long time, I forgot about life in my hometown.",52,0.99
2665,ㄹ지라도/을지라도,ljirado/euljirado,e.,"ending, connective, final","CONNECTIVE, even if","아무리 힘들지라도 남을 속이면 안 돼. — No matter how hard it is, you shouldn’t deceive others.",52,0.93
2666,규제,gyuje,n.,noun,regulation,법적 규제가 풀렸구나. — The legal regulation was overturned.,52,0.71
2667,상관,sanggwan,n.,noun,"relation, care",나는 이 사람과 아무 상관이 없어요. — I have no relationship with this person.,52,0.81
2668,창문,changmun,n.,noun,window,창문으로 바람이 들어온다. — The wind comes in through the window.,52,0.85
2669,신발,sinbal,n.,noun,shoes,내 신발이 좀 껴요. — My shoes are a little tight.,52,0.81
2670,긴장,ginjang,n.,noun,"tension, nerves",긴장이 좀 풀렸어. — My tension eased a little.,52,0.98
2671,특별히,teukbyeolhi,adv.,adverb,"specially, particularly",특별히 기억나는 건 없어. — There’s nothing particularly happening.,52,0.86
